sys_updated_by,department,start_date,target_percentage,category,priority,state,metric,end_date,owner,percent_complete,sys_id,description,contains_keywords,goal_met
admin,Finance,2022-07-02,94,Employee Satisfaction,High,In Progress,Survey Score,2022-10-15,user088,51.152629828016686,G000384,"Develop and deploy an annual employee satisfaction survey by Q2 to identify key improvement areas, aiming to enhance overall workplace engagement and satisfaction by 20%.",1,False
admin,IT,2022-07-04,87,Revenue Growth,Low,In Progress,Survey Score,2022-10-15,user065,41.89754564872793,G000385,Develop new digital marketing strategies to increase annual revenue by 20% through improved customer engagement and retention.,1,False
admin,HR,2022-09-13,50,Efficiency,Medium,Completed,Survey Score,2023-01-03,user027,97.79293123317893,G000386,Enhance the automation of report generation processes to improve response times by 30% over the next six months.,1,True
admin,HR,2022-01-02,69,Employee Satisfaction,High,Completed,Survey Score,2022-05-04,user059,80.0,G000387,Develop a comprehensive wellness program aimed to enhance employee satisfaction by improving work-life balance and providing mental health support.,0,True
admin,Finance,2022-01-08,98,Cost Reduction,High,In Progress,Sales Increase,2022-06-25,user085,88.0,G000388,Optimize IT infrastructure by consolidating vendors and reducing overhead expenses to achieve a 20% reduction in IT costs.,0,False
admin,IT,2022-04-11,75,Employee Satisfaction,Medium,In Progress,Sales Increase,2022-06-17,user012,27.0,G000389,Initiate quarterly team-building activities and a feedback system to enhance employee satisfaction and engagement rates by at least 20% over the next fiscal year.,0,False
admin,HR,2022-12-26,71,Efficiency,Critical,Cancelled,Sales Increase,2023-03-07,user065,59.44027180939072,G000390,Optimize the IT helpdesk workflow to reduce average resolution time by 20% by implementing an automated ticketing system.,1,False
admin,Finance,2022-02-20,57,Customer Satisfaction,High,Completed,Employee Turnover Rate,2022-06-30,user053,78.82209936877818,G000391,Develop a comprehensive training program for customer service staff to improve response times and customer satisfaction ratings by 20% over the next quarter.,1,True
admin,Finance,2022-02-23,91,Cost Reduction,Critical,Completed,Expense Ratio,2022-09-06,user041,100.0,G000392,"Reduce operational expenses by optimizing energy consumption across all company branches, aiming for a 20% cost savings in the next fiscal year.",1,True
admin,Marketing,2022-04-09,89,Cost Reduction,Medium,Completed,Expense Ratio,2022-11-17,user002,100.0,G000393,Reduce operational expenses by optimizing the use of utility services aiming for a 20% reduction from last fiscal year's $500K spend.,1,True
admin,HR,2022-12-05,81,Customer Satisfaction,Medium,Completed,Sales Increase,2023-03-29,user032,101.0,G000394,Develop a new customer feedback system to increase overall satisfaction ratings by 20% over the next fiscal year.,0,True
admin,IT,2022-09-16,78,Employee Satisfaction,Low,Completed,Sales Increase,2023-02-08,user012,98.08698880640029,G000395,Launch a quarterly employee feedback survey and achieve a 90% satisfaction rate by the end of the year to improve work environment and staff morale.,1,True
admin,Finance,2022-01-23,99,Employee Satisfaction,Medium,In Progress,Survey Score,2022-03-09,user063,49.0,G000396,Increase annual employee satisfaction scores by at least 20% by improving workplace flexibility and offering enhanced wellness programs.,0,False
admin,HR,2022-02-11,84,Efficiency,Low,Completed,Sales Increase,2022-05-21,user075,100.0,G000397,"Increase automation of report generation by 30%, reducing manual input time and improving data processing efficiency.",0,True
admin,Marketing,2022-12-09,64,Cost Reduction,Medium,Completed,Expense Ratio,2023-12-13,user032,83.51171877234714,G000398,"Reduce operational expenses by optimizing the use of resources, aiming for a 20% cost reduction over the next fiscal year.",1,True
admin,HR,2022-09-09,84,Employee Satisfaction,Medium,In Progress,Survey Score,2022-12-16,user020,88.1388557553544,G000399,Develop a series of team-building activities and improve workplace conditions to increase employee satisfaction scores by 20% over the next fiscal year.,1,True
admin,HR,2022-10-30,99,Efficiency,Low,In Progress,Survey Score,2022-12-26,user059,79.0,G000400,"Optimize IT system performance to decrease response times by 30%, thereby increasing overall user satisfaction and productivity.",0,False
admin,IT,2022-08-22,66,Employee Satisfaction,Low,Completed,Employee Turnover Rate,2022-08-18,user092,100.0,G000401,Develop and launch a quarterly employee satisfaction survey to identify areas for improvement and enhance workplace conditions.,1,True
admin,IT,2022-07-12,98,Customer Satisfaction,Medium,In Progress,Survey Score,2022-10-14,user058,100.0,G000402,"Enhance the customer support portal to improve first contact resolution rate by 20%, aiming to boost overall customer satisfaction ratings.",1,True
admin,IT,2022-10-15,71,Employee Satisfaction,Critical,In Progress,Survey Score,2022-12-17,user058,12.0,G000403,Initiate a quarterly employee feedback program to enhance engagement and satisfaction levels across all departments.,0,False
admin,Finance,2022-12-08,97,Cost Reduction,High,In Progress,Survey Score,2023-12-11,user056,63.0,G000404,"Introduce automated software tools to minimize operational expenses by 20%, aiming for a reduction from $500K to $400K annually.",0,False
admin,Finance,2022-04-03,57,Cost Reduction,Medium,In Progress,Survey Score,2022-11-08,user055,49.0,G000405,Achieve a 20% reduction in overall IT spending by optimizing software license management and negotiating better terms with vendors.,0,False
admin,HR,2022-06-23,56,Cost Reduction,Medium,In Progress,Sales Increase,2023-03-17,user086,29.0,G000406,Optimize energy consumption in all operational facilities to achieve a minimum of 20% reduction in utilities expenses over the next fiscal year.,0,False
admin,HR,2022-02-06,61,Efficiency,High,In Progress,Employee Turnover Rate,2022-05-03,user074,61.24596839629424,G000407,"Enhance software deployment workflow to reduce the update rollout time from 3 hours to 1 hour, thus increasing team productivity.",1,True
admin,Finance,2022-12-24,80,Customer Satisfaction,Medium,Completed,Sales Increase,2023-04-15,user015,100.0,G000408,Enhance the customer support portal to improve user experience and increase customer satisfaction ratings by 20% within the next quarter.,1,True
admin,Finance,2022-02-03,52,Cost Reduction,Medium,Completed,Survey Score,2022-08-05,user043,86.79786613034813,G000409,"Reduce operational expenses by optimizing energy consumption across all facilities, aiming for a 20% cost reduction within the next fiscal year.",1,True
admin,HR,2022-12-09,89,Cost Reduction,Critical,In Progress,Sales Increase,2023-12-13,user059,98.26525844141354,G000410,Reduce non-essential operational expenses across the company by 20% by the end of the fiscal year through the consolidation of software licenses and renegotiation of vendor contracts.,1,True
admin,Finance,2022-11-19,91,Revenue Growth,Critical,In Progress,Sales Increase,2023-03-19,user075,52.0,G000411,"Increase annual revenue growth by launching a new software module by Q4, targeting a 20% increase in user subscriptions.",0,False
admin,Marketing,2022-03-02,85,Customer Satisfaction,Medium,In Progress,Sales Increase,2022-08-05,user083,57.530907536531664,G000412,"Enhance the online support portal to improve customer service interaction quality, aiming for a 20% increase in customer satisfaction ratings.",1,False
admin,HR,2022-03-28,76,Employee Satisfaction,Low,In Progress,Survey Score,2022-08-31,user038,31.0,G000413,"Develop a comprehensive wellness program aimed at improving employee satisfaction scores by over 20% through health, fitness, and stress management workshops.",0,False
admin,Marketing,2022-05-14,63,Employee Satisfaction,Critical,Completed,Employee Turnover Rate,2022-08-15,user054,68.0,G000414,Develop and implement a quarterly employee engagement program aimed at improving job satisfaction indices by 20% as measured by the annual employee feedback survey.,0,True
admin,Marketing,2022-08-18,71,Employee Satisfaction,Medium,Completed,Survey Score,2022-10-31,user034,98.36042426073966,G000415,Enhance our flexible work arrangements and support programs to improve overall employee job satisfaction scores by 20% by the end of the fiscal year.,1,True
admin,Finance,2022-03-06,64,Revenue Growth,Medium,In Progress,Sales Increase,2022-05-12,user033,1.0,G000416,Increase annual subscription revenue by 20% through enhanced marketing strategies and customer engagement.,0,False
admin,Finance,2022-03-18,74,Employee Satisfaction,Medium,In Progress,Expense Ratio,2022-06-23,user015,3.0,G000417,Launch a quarterly employee feedback survey to increase overall satisfaction scores by 20% by the end of the year.,0,False
admin,HR,2022-07-06,97,Revenue Growth,High,Cancelled,Sales Increase,2022-08-25,user032,33.0,G000418,Develop new partnerships and expand into Asian markets to increase annual revenue by 20%.,0,False
admin,Finance,2022-09-24,80,Cost Reduction,Critical,In Progress,Survey Score,2023-08-13,user007,87.03167194211801,G000419,Reduce overall IT infrastructure costs by 20% through the adoption of cloud-based solutions and optimizing current resource usage.,1,True
admin,Finance,2022-02-26,52,Customer Satisfaction,Low,Completed,Expense Ratio,2022-06-18,user041,100.0,G000420,Enhance the client support framework to improve customer satisfaction ratings by 20% through faster response times and personalized service interactions.,1,True
admin,Finance,2022-04-04,84,Cost Reduction,Medium,In Progress,Sales Increase,2022-11-09,user002,55.0,G000421,Optimize the use of utilities across all company sites to achieve a 20% reduction in energy expenses within the next financial year.,0,False
admin,Finance,2022-06-18,100,Cost Reduction,Low,Cancelled,Survey Score,2023-03-09,user078,39.0,G000422,"Develop automation solutions for manual data entries to cut operational costs by 20%, aiming for an annual savings of approximately $300,000.",0,False
admin,Marketing,2022-04-09,69,Revenue Growth,High,Completed,Expense Ratio,2022-07-19,user080,70.0,G000423,Expand online sales channels to increase overall monthly revenue by 20% within the next fiscal quarter.,0,True
admin,Marketing,2022-08-24,89,Cost Reduction,Critical,In Progress,Survey Score,2023-06-25,user028,71.85894770520085,G000424,Reduce operational expenses by optimizing the use of energy and recycling waste materials aiming for a 20% cost reduction within the next fiscal year.,1,False
admin,HR,2022-05-21,75,Customer Satisfaction,High,In Progress,Employee Turnover Rate,2022-06-06,user011,70.01619886088493,G000425,Increase customer satisfaction ratings by 20% through improved helpdesk response times and personalized follow-up services.,1,False
admin,HR,2022-01-08,87,Cost Reduction,Medium,In Progress,Employee Turnover Rate,2022-06-25,user051,77.0,G000426,Develop automation of routine monitoring tasks that will decrease operational expenses by 20% within the next fiscal year.,0,False
admin,Finance,2022-01-07,93,Cost Reduction,Medium,In Progress,Sales Increase,2022-06-23,user043,32.242883118801686,G000427,"Reduce operational expenses by optimizing energy usage across all corporate facilities, aiming for a 20% reduction in utility costs over the next fiscal year.",1,False
admin,HR,2022-08-13,75,Revenue Growth,Medium,In Progress,Sales Increase,2022-09-20,user089,17.0,G000428,Increase annual subscriptions by 20% by launching targeted marketing campaigns and expanding into new geographic markets.,0,False
admin,HR,2022-06-19,84,Efficiency,Critical,Cancelled,Employee Turnover Rate,2022-09-12,user023,67.27881794183962,G000429,"Optimize the IT ticket resolution process to reduce response time from 24 hours to 12 hours, enhancing overall operational efficiency.",1,False
admin,Finance,2022-07-13,95,Cost Reduction,Low,Planned,Sales Increase,2023-04-18,user008,71.88509745802104,G000430,"Reduce overall operational expenditures by optimizing energy usage, aiming for a 20% cost saving over the next fiscal year.",1,False
admin,HR,2022-03-28,58,Customer Satisfaction,Low,In Progress,Survey Score,2022-05-06,user085,17.63051385301686,G000431,Increase the customer satisfaction rating by 10% through improved support response times and comprehensive follow-up surveys.,1,False
admin,Marketing,2022-07-23,60,Efficiency,Low,Completed,Sales Increase,2022-11-05,user072,91.51149149470373,G000432,Enhance the usage of automation tools to improve workflow efficiency by reducing process times by 20% within the next quarter.,1,True
admin,Marketing,2022-08-26,88,Customer Satisfaction,Medium,Planned,Employee Turnover Rate,2022-12-29,user092,87.05001948751627,G000433,Increase customer satisfaction ratings by 20% through improved response times and personalized customer service interactions.,1,False
admin,Finance,2022-11-21,69,Cost Reduction,High,Completed,Expense Ratio,2023-11-14,user080,75.0,G000434,"Decrease operational expenses by optimizing IT infrastructure, aiming for a 20% reduction in Q2 costs relative to Q1.",0,True
admin,Finance,2022-10-24,73,Revenue Growth,High,In Progress,Expense Ratio,2023-02-01,user098,55.0,G000435,Increase software product sales by 20% through expanded online marketing efforts and partnerships with leading tech influencers.,0,False
admin,Finance,2022-03-04,53,Customer Satisfaction,Low,In Progress,Expense Ratio,2022-05-05,user015,34.426488351644835,G000436,Develop and launch a new feedback tool by Q2 to improve customer satisfaction ratings by at least 20% through enhanced service response times and personalized support.,1,False
admin,Finance,2022-02-17,63,Cost Reduction,Medium,Completed,Employee Turnover Rate,2022-08-28,user036,95.0,G000437,Achieve a 20% reduction in operational expenses by optimizing supply chain logistics and renegotiating vendor contracts.,0,True
admin,Finance,2022-07-05,95,Efficiency,Low,In Progress,Survey Score,2022-09-17,user096,5.0,G000438,Increase the efficiency of the IT support team by reducing the average response time for customer tickets from 4 hours to 2 hours.,0,False
admin,Finance,2022-02-11,98,Cost Reduction,Medium,Completed,Employee Turnover Rate,2022-08-18,user056,100.0,G000439,"Reduce operational expenses through optimized technology investments, aiming for a 20% reduction in IT expenditure by end of Q3.",1,True
admin,Finance,2022-01-01,88,Customer Satisfaction,Critical,In Progress,Survey Score,2022-03-25,user097,16.330135672770453,G000440,Increase customer satisfaction scores by 20% through improved response times and enhanced support training by the end of Q4.,1,False
admin,Finance,2022-02-05,70,Cost Reduction,High,In Progress,Survey Score,2022-08-09,user027,34.39147018779572,G000441,Reduce overall IT spend by consolidating vendor contracts and improving transaction efficiency aiming for a 20% cost savings within the next fiscal year.,1,False
admin,Finance,2022-09-16,82,Cost Reduction,Low,In Progress,Expense Ratio,2023-07-31,user087,45.023096633552925,G000442,"Reduce overall operational expenses by optimizing energy consumption and vendor contract negotiations, aiming for a 20% cost reduction within the next fiscal year.",1,False
admin,HR,2022-08-10,77,Employee Satisfaction,High,In Progress,Employee Turnover Rate,2022-10-03,user091,34.38270944195727,G000443,Develop and roll out an enhanced employee engagement program aimed at boosting overall job satisfaction ratings by 20% through improved communication channels and regular feedback mechanisms.,1,False
admin,IT,2022-10-23,98,Employee Satisfaction,High,In Progress,Expense Ratio,2022-12-04,user096,11.0,G000444,Create a quarterly feedback system aimed at improving workplace environment and increasing overall employee satisfaction by 20%.,0,False
admin,IT,2022-10-23,72,Cost Reduction,Low,Completed,Employee Turnover Rate,2023-09-29,user085,82.0,G000445,"Decrease annual software licensing expenses by consolidating vendors and negotiating volume discounts, aiming for a 20% reduction from $300K to $240K.",0,True
admin,Finance,2022-12-10,90,Cost Reduction,High,In Progress,Expense Ratio,2023-12-14,user081,19.99112451529231,G000446,Reduce overall IT infrastructure costs by consolidating third-party services and renegotiating contracts to achieve a 20% reduction in expenses within the next fiscal year.,1,False
admin,Finance,2022-02-23,97,Revenue Growth,Critical,In Progress,Expense Ratio,2022-06-22,user082,79.0,G000447,Develop new partnership strategies to increase subscription-based revenue by 20% over the next two fiscal quarters.,0,False
admin,Finance,2022-12-31,56,Cost Reduction,Critical,In Progress,Expense Ratio,2024-01-17,user052,67.46051315904235,G000448,"Reduce IT operational costs by optimizing server usage, potentially saving up to 20% annually.",1,True
admin,IT,2022-02-06,99,Revenue Growth,Low,Completed,Employee Turnover Rate,2022-06-03,user008,101.0,G000449,Develop and launch a new digital product line by Q3 to increase the company's revenue streams by 20%.,0,True
admin,IT,2022-01-26,64,Cost Reduction,Medium,In Progress,Expense Ratio,2022-07-24,user033,34.0,G000450,"Optimize IT infrastructure to decrease annual spending by 20%, focusing on more cost-effective solutions and vendor negotiations.",0,False
admin,Finance,2022-12-16,80,Customer Satisfaction,Low,In Progress,Employee Turnover Rate,2023-02-13,user057,48.82165934106498,G000451,Enhance the customer interaction platform to improve satisfaction ratings by at least 20% over the next quarter through faster response times and personalized service.,1,False
admin,HR,2022-04-07,95,Revenue Growth,High,Cancelled,Survey Score,2022-06-21,user096,70.0,G000452,Expand into the European market to increase overall company revenue by 20% within the next fiscal year.,0,False
admin,Finance,2022-04-15,95,Cost Reduction,Low,In Progress,Expense Ratio,2022-11-27,user073,47.00084522755556,G000453,"Reduce operational costs by optimizing IT support structures, aiming for a 20% cost reduction in the next financial quarter.",1,False
admin,IT,2022-07-10,67,Efficiency,Medium,In Progress,Survey Score,2022-10-13,user034,56.0,G000454,Enhance the automation of repetitive tasks in the billing department to increase processing speed by 20% within the next six months.,0,False
admin,Finance,2022-11-24,55,Cost Reduction,Low,Completed,Sales Increase,2023-11-19,user063,93.05260904045633,G000455,"Reduce overall IT expenditure by optimizing software licenses and renegotiating vendor contracts, targeting a 20% cost savings within the next fiscal year.",1,True
admin,Finance,2022-07-09,67,Customer Satisfaction,Medium,In Progress,Sales Increase,2022-10-31,user059,46.0,G000456,Develop a new customer feedback system to increase satisfaction ratings by 20% by the end of Q4.,0,False
admin,Finance,2022-02-10,85,Cost Reduction,Critical,In Progress,Survey Score,2022-08-17,user030,45.0,G000457,Achieve a 20% reduction in operational expenses by optimizing resource allocation and eliminating wasteful spending.,0,False
admin,Marketing,2022-07-05,64,Revenue Growth,High,In Progress,Expense Ratio,2022-09-26,user030,10.0,G000458,Increase annual software subscription sales by 20% through enhanced marketing strategies and expanding into new geographic markets.,0,False
admin,Finance,2022-10-28,73,Revenue Growth,Medium,In Progress,Employee Turnover Rate,2023-02-04,user071,64.0,G000459,Expand into the Asian market to increase overall company revenue by 20% within the next fiscal year.,0,False
admin,HR,2022-11-19,87,Employee Satisfaction,Medium,Planned,Sales Increase,2023-01-30,user030,17.0,G000460,Launch an employee engagement program aimed to boost overall satisfaction rates by 20% through surveys and focus groups to better understand and address workforce needs.,0,False
admin,HR,2022-02-24,81,Employee Satisfaction,Critical,In Progress,Employee Turnover Rate,2022-06-14,user064,77.0,G000461,Develop a comprehensive wellness program aimed at improving overall employee satisfaction scores by 20% over the next fiscal year.,0,False
admin,Marketing,2022-06-16,86,Employee Satisfaction,Critical,In Progress,Employee Turnover Rate,2022-07-19,user091,80.42061760666061,G000462,"Increase employee satisfaction scores by deploying a new well-being program aimed to enhance work-life balance and overall health, leading to a 20% improvement in annual employee survey results.",1,False
admin,Marketing,2022-10-31,67,Employee Satisfaction,High,In Progress,Expense Ratio,2023-01-04,user096,28.993443729246916,G000463,"Launch a quarterly anonymous feedback survey to identify areas of improvement in employee satisfaction and workplace environment, aiming to increase overall staff happiness ratings by 20%.",1,False
admin,Finance,2022-08-22,93,Customer Satisfaction,Low,In Progress,Survey Score,2022-10-14,user007,46.979808847437965,G000464,Develop a new customer feedback system to improve satisfaction ratings by at least 20% over the next quarter.,1,False
admin,Marketing,2022-01-10,66,Employee Satisfaction,Low,In Progress,Survey Score,2022-04-11,user024,48.0,G000465,Develop and implement a quarterly team-building program aimed at improving overall employee satisfaction scores by 20%.,0,False
admin,Finance,2022-03-26,58,Revenue Growth,Critical,In Progress,Survey Score,2022-04-09,user050,39.0,G000466,Develop new digital marketing strategies to increase online sales revenue by 20% within the next fiscal quarter.,0,False
admin,Marketing,2022-08-20,77,Efficiency,High,In Progress,Sales Increase,2022-10-24,user056,76.2806260315468,G000467,Increase the automation of routine database maintenance tasks to improve system uptime by 20%.,1,False
admin,IT,2022-03-20,67,Revenue Growth,Low,In Progress,Expense Ratio,2022-06-16,user084,51.0,G000468,Expand sales channels into three new international markets to increase overall revenue by 20% within the next fiscal year.,0,False
admin,Finance,2022-09-01,80,Cost Reduction,Critical,Cancelled,Survey Score,2023-07-07,user023,9.0,G000469,Optimize software licensing to achieve a 20% reduction in IT expenses over the next fiscal year.,0,False
admin,Finance,2022-02-26,94,Revenue Growth,Medium,In Progress,Expense Ratio,2022-06-08,user053,55.0,G000470,Expand sales to the European market to increase annual revenue by 20% over the previous financial year.,0,False
admin,Finance,2022-06-11,85,Revenue Growth,High,Completed,Sales Increase,2022-09-25,user071,99.0,G000471,Develop and introduce two new software products in the upcoming fiscal year to increase annual revenue by 20%.,0,True
admin,Finance,2022-04-29,98,Employee Satisfaction,High,In Progress,Sales Increase,2022-08-14,user004,17.0,G000472,Enhance employee engagement programs to increase overall job satisfaction rates by 20% in the next fiscal year.,0,False
admin,Marketing,2022-08-07,68,Efficiency,Critical,Completed,Expense Ratio,2022-10-14,user007,74.0,G000473,"Optimize IT support workflow to decrease ticket resolution time by 20%, enhancing overall employee productivity.",0,True
admin,IT,2022-07-21,57,Employee Satisfaction,Critical,In Progress,Survey Score,2022-09-29,user001,41.470769941265374,G000474,"Launch an employee feedback program to identify key areas for improvement in workplace satisfaction, aiming to achieve a 10% increase in overall employee happiness scores.",1,False
admin,Finance,2022-10-07,63,Cost Reduction,Medium,In Progress,Survey Score,2023-09-03,user026,46.4609077848959,G000475,"Reduce operational expenses by optimizing energy usage in all company facilities, aiming for a 20% cost reduction over the next fiscal year.",1,False
admin,HR,2022-02-06,58,Efficiency,Medium,Completed,Sales Increase,2022-03-11,user008,87.0,G000476,"Optimize IT support workflows to enhance response time by 20%, aiming to decrease average ticket resolution times from 4 hours to 3.2 hours.",0,True
admin,HR,2022-04-04,79,Customer Satisfaction,Medium,Completed,Sales Increase,2022-06-10,user066,101.0,G000477,Develop a new customer feedback system to increase satisfaction scores by 20% over the next fiscal year.,0,True
admin,IT,2022-09-15,63,Cost Reduction,Low,Completed,Employee Turnover Rate,2023-07-30,user047,100.0,G000478,"Reduce operational expenses by optimizing energy consumption, aiming for a 20% decrease in utilities expenses over the next fiscal year.",1,True
admin,IT,2022-12-18,82,Efficiency,Low,Completed,Survey Score,2023-03-12,user034,82.0,G000479,Optimize IT support workflows to achieve a 20% reduction in average resolution time for user-reported issues.,0,True
admin,IT,2022-04-15,91,Revenue Growth,High,In Progress,Sales Increase,2022-08-08,user079,41.0,G000480,Increase annual sales revenue by 20% through strategic marketing initiatives and expanding into new regional markets.,0,False
admin,Finance,2022-11-27,92,Customer Satisfaction,Low,In Progress,Employee Turnover Rate,2023-04-16,user061,7.0,G000481,Initiate a customer feedback system to increase overall satisfaction ratings by 20% within the next fiscal year.,0,False
admin,Marketing,2022-01-02,63,Customer Satisfaction,Low,In Progress,Employee Turnover Rate,2022-03-04,user051,21.345494185559108,G000482,Develop a comprehensive training program for customer service staff to improve customer satisfaction scores by 20% over the next 6 months.,1,False
admin,HR,2022-12-28,85,Customer Satisfaction,Critical,In Progress,Expense Ratio,2023-04-11,user046,16.703164149432887,G000483,"Develop a comprehensive training program for customer service teams to enhance client interaction quality, aiming to improve customer satisfaction ratings by 20% over the next fiscal year.",1,False
admin,Finance,2022-03-10,82,Employee Satisfaction,Critical,In Progress,Sales Increase,2022-08-15,user057,63.0,G000484,Develop a comprehensive wellness program aimed at improving overall employee satisfaction scores by 20% over the next fiscal year.,0,False
admin,IT,2022-05-21,99,Cost Reduction,High,Planned,Survey Score,2023-01-24,user004,88.23161705838585,G000485,Reduce overall IT expenses by consolidating vendor contracts and renegotiating terms to achieve a 20% cost reduction over the next fiscal year.,1,False
admin,Finance,2022-03-30,59,Revenue Growth,Low,Planned,Survey Score,2022-06-25,user088,42.0,G000486,Develop and launch a new software product aimed at small businesses that will generate an additional $500K in annual revenue.,0,False
admin,Finance,2022-02-24,86,Cost Reduction,Critical,Planned,Survey Score,2022-09-08,user045,39.90332962836453,G000487,"Reduce overall IT spending by optimizing vendor contracts and employing automated, cost-efficient solutions, aiming for a 20% reduction by Q4.",1,False
admin,Finance,2022-09-22,64,Cost Reduction,High,Completed,Expense Ratio,2023-08-10,user080,87.65779259781635,G000488,"Reduce operational expenses by optimizing the use of utilities across all company sites, aiming for a 20% decrease in costs from the previous fiscal year.",1,True
admin,Finance,2022-08-30,59,Customer Satisfaction,Critical,In Progress,Sales Increase,2022-12-22,user044,62.85834255016235,G000489,Develop a comprehensive training program for customer service representatives to improve satisfaction ratings by 20% in the next fiscal year.,1,True
admin,Finance,2022-02-08,51,Efficiency,Low,Completed,Sales Increase,2022-04-27,user076,100.0,G000490,"Enhance the automated ticket resolution system to improve average handling time by 20%, thereby increasing overall operational efficiency.",1,True
admin,Finance,2022-09-15,76,Cost Reduction,Medium,In Progress,Expense Ratio,2023-07-30,user007,71.87650355237754,G000491,"Reduce overall IT infrastructure costs by optimizing server utilization, aiming for a 20% reduction in operational expenses over the next fiscal year.",1,False
admin,Finance,2022-02-27,79,Efficiency,Medium,Completed,Employee Turnover Rate,2022-06-12,user091,100.0,G000492,Optimize IT service desk operations to achieve a 20% improvement in response time over the next fiscal year.,1,True
admin,HR,2022-08-12,59,Efficiency,Critical,Planned,Expense Ratio,2023-01-01,user065,16.0,G000493,Increase the processing speed of customer service requests by 20% by optimizing workflow automation rules.,0,False
admin,Finance,2022-03-17,65,Customer Satisfaction,Medium,In Progress,Expense Ratio,2022-06-04,user092,56.0,G000494,Develop and deploy a new customer feedback system by Q2 to increase customer satisfaction ratings by 20% over the previous year.,0,False
admin,Finance,2022-01-28,64,Customer Satisfaction,Critical,In Progress,Expense Ratio,2022-04-17,user096,47.59590245422559,G000495,Develop a comprehensive training program for customer service representatives to improve satisfaction scores by 20% over the next fiscal year.,1,False
admin,IT,2022-07-22,59,Cost Reduction,Critical,Completed,Survey Score,2023-05-03,user055,100.0,G000496,"Reduce overall IT expenditure by optimising software licensing agreements, aiming for a 20% cost savings within the next fiscal year.",1,True
admin,IT,2022-02-27,92,Employee Satisfaction,Medium,Completed,Survey Score,2022-06-23,user029,97.0,G000497,Launch a quarterly employee engagement survey to enhance workplace environment and increase overall employee satisfaction by 30%.,0,True
admin,Finance,2022-09-12,87,Revenue Growth,Low,In Progress,Survey Score,2022-10-20,user074,61.0,G000498,Develop and launch a new online advertising service aimed at increasing customer engagement by 30% and boosting revenue growth by 20% in the next fiscal year.,0,False
admin,Finance,2022-12-11,99,Cost Reduction,Critical,In Progress,Survey Score,2023-12-16,user005,81.0,G000499,"Optimize supply chain logistics to lower operational expenses by 20%, striving for a reduction from $500K to $400K annually.",0,False
