sys_updated_by,target_percentage,category,priority,state,metric,owner,percent_complete,sys_id,description,goal_met
admin,68,Efficiency,Critical,Completed,Expense Ratio,user007,74.0,G000473,"Optimize IT support workflow to decrease ticket resolution time by 20%, enhancing overall employee productivity.",True
admin,57,Employee Satisfaction,Critical,In Progress,Survey Score,user001,41.470769941265374,G000474,"Launch an employee feedback program to identify key areas for improvement in workplace satisfaction, aiming to achieve a 10% increase in overall employee happiness scores.",False
admin,63,Cost Reduction,Medium,In Progress,Survey Score,user026,46.4609077848959,G000475,"Reduce operational expenses by optimizing energy usage in all company facilities, aiming for a 20% cost reduction over the next fiscal year.",False
admin,58,Efficiency,Medium,Completed,Sales Increase,user008,87.0,G000476,"Optimize IT support workflows to enhance response time by 20%, aiming to decrease average ticket resolution times from 4 hours to 3.2 hours.",True
admin,79,Customer Satisfaction,Medium,Completed,Sales Increase,user066,101.0,G000477,Develop a new customer feedback system to increase satisfaction scores by 20% over the next fiscal year.,True
admin,63,Cost Reduction,Low,Completed,Employee Turnover Rate,user047,100.0,G000478,"Reduce operational expenses by optimizing energy consumption, aiming for a 20% decrease in utilities expenses over the next fiscal year.",True
admin,82,Efficiency,Low,Completed,Survey Score,user034,82.0,G000479,Optimize IT support workflows to achieve a 20% reduction in average resolution time for user-reported issues.,True
admin,91,Revenue Growth,High,In Progress,Sales Increase,user079,41.0,G000480,Increase annual sales revenue by 20% through strategic marketing initiatives and expanding into new regional markets.,False
admin,92,Customer Satisfaction,Low,In Progress,Employee Turnover Rate,user061,7.0,G000481,Initiate a customer feedback system to increase overall satisfaction ratings by 20% within the next fiscal year.,False
admin,63,Customer Satisfaction,Low,In Progress,Employee Turnover Rate,user051,21.345494185559108,G000482,Develop a comprehensive training program for customer service staff to improve customer satisfaction scores by 20% over the next 6 months.,False
admin,85,Customer Satisfaction,Critical,In Progress,Expense Ratio,user046,16.703164149432887,G000483,"Develop a comprehensive training program for customer service teams to enhance client interaction quality, aiming to improve customer satisfaction ratings by 20% over the next fiscal year.",False
admin,82,Employee Satisfaction,Critical,In Progress,Sales Increase,user057,63.0,G000484,Develop a comprehensive wellness program aimed at improving overall employee satisfaction scores by 20% over the next fiscal year.,False
admin,99,Cost Reduction,High,Planned,Survey Score,user004,88.23161705838585,G000485,Reduce overall IT expenses by consolidating vendor contracts and renegotiating terms to achieve a 20% cost reduction over the next fiscal year.,False
admin,59,Revenue Growth,Low,Planned,Survey Score,user088,42.0,G000486,Develop and launch a new software product aimed at small businesses that will generate an additional $500K in annual revenue.,False
admin,86,Cost Reduction,Critical,Planned,Survey Score,user045,39.90332962836453,G000487,"Reduce overall IT spending by optimizing vendor contracts and employing automated, cost-efficient solutions, aiming for a 20% reduction by Q4.",False
admin,64,Cost Reduction,High,Completed,Expense Ratio,user080,87.65779259781635,G000488,"Reduce operational expenses by optimizing the use of utilities across all company sites, aiming for a 20% decrease in costs from the previous fiscal year.",True
admin,59,Customer Satisfaction,Critical,In Progress,Sales Increase,user044,62.85834255016235,G000489,Develop a comprehensive training program for customer service representatives to improve satisfaction ratings by 20% in the next fiscal year.,True
admin,51,Efficiency,Low,Completed,Sales Increase,user076,100.0,G000490,"Enhance the automated ticket resolution system to improve average handling time by 20%, thereby increasing overall operational efficiency.",True
admin,76,Cost Reduction,Medium,In Progress,Expense Ratio,user007,71.87650355237754,G000491,"Reduce overall IT infrastructure costs by optimizing server utilization, aiming for a 20% reduction in operational expenses over the next fiscal year.",False
admin,79,Efficiency,Medium,Completed,Employee Turnover Rate,user091,100.0,G000492,Optimize IT service desk operations to achieve a 20% improvement in response time over the next fiscal year.,True
admin,59,Efficiency,Critical,Planned,Expense Ratio,user065,16.0,G000493,Increase the processing speed of customer service requests by 20% by optimizing workflow automation rules.,False
admin,65,Customer Satisfaction,Medium,In Progress,Expense Ratio,user092,56.0,G000494,Develop and deploy a new customer feedback system by Q2 to increase customer satisfaction ratings by 20% over the previous year.,False
admin,64,Customer Satisfaction,Critical,In Progress,Expense Ratio,user096,47.59590245422559,G000495,Develop a comprehensive training program for customer service representatives to improve satisfaction scores by 20% over the next fiscal year.,False
admin,59,Cost Reduction,Critical,Completed,Survey Score,user055,100.0,G000496,"Reduce overall IT expenditure by optimising software licensing agreements, aiming for a 20% cost savings within the next fiscal year.",True
admin,92,Employee Satisfaction,Medium,Completed,Survey Score,user029,97.0,G000497,Launch a quarterly employee engagement survey to enhance workplace environment and increase overall employee satisfaction by 30%.,True
admin,87,Revenue Growth,Low,In Progress,Survey Score,user074,61.0,G000498,Develop and launch a new online advertising service aimed at increasing customer engagement by 30% and boosting revenue growth by 20% in the next fiscal year.,False
admin,99,Cost Reduction,Critical,In Progress,Survey Score,user005,81.0,G000499,"Optimize supply chain logistics to lower operational expenses by 20%, striving for a reduction from $500K to $400K annually.",False
